pitcher_name,target_pitch_type,target_pitch_label,feature,beta,n_rows,target_rate
Andre Pallante,SL,slider (SL),prev_description_called_strike,0.13488834805467073,2720,0.28455882352941175
Andre Pallante,SL,slider (SL),prev_description_foul,0.035756778316656336,2720,0.28455882352941175
Andre Pallante,SL,slider (SL),prev_description_foul_bunt,0.07078508853732872,2720,0.28455882352941175
Andre Pallante,SL,slider (SL),prev_description_foul_tip,0.13209345112891072,2720,0.28455882352941175
Andre Pallante,SL,slider (SL),prev_description_swinging_strike,0.0888092493601109,2720,0.28455882352941175
Andre Pallante,SL,slider (SL),prev_description_swinging_strike_blocked,-0.09496656336879396,2720,0.28455882352941175
Andre Pallante,KC,knuckle curve (KC),intercept,0.21364975522055882,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),count_0-1,0.0428752651649547,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),count_0-2,0.26607692167586405,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),count_1-0,-0.062285293681989755,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),count_1-1,0.009260519763536465,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),count_1-2,0.22848895791268609,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),count_2-0,-0.1025026919066492,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),count_2-1,-0.07362979223300058,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),count_2-2,0.056139497423464586,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),count_3-0,-0.1206595773982453,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),count_3-1,-0.11606563190807734,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),count_3-2,-0.07630966529312092,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),prev_pitch_type_KC,-0.059180947900691575,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),prev_pitch_type_SI,0.08134267601479263,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),prev_pitch_type_SL,0.02834394467612006,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),prev_pitch_type_ST,-0.23817826630325706,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),prev_pitch_type_START,-0.06997841648516243,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),stand_R,-0.08138604505325234,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),prev_description_ball,-0.08299186742829293,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),prev_description_blocked_ball,-0.056749049569755,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),prev_description_called_strike,-0.052975924428831596,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),prev_description_foul,-0.06697797374756825,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),prev_description_foul_bunt,0.04034254106636455,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),prev_description_foul_tip,-0.011423319167395233,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),prev_description_swinging_strike,0.02340030376318579,2720,0.1400735294117647
Andre Pallante,KC,knuckle curve (KC),prev_description_swinging_strike_blocked,0.27735370599746106,2720,0.1400735294117647
Andre Pallante,SI,sinker (SI),intercept,0.17289286984014426,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),count_0-1,-0.1438151203813901,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),count_0-2,-0.24173818656266077,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),count_1-0,-0.23883180400127957,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),count_1-1,-0.13454890873964814,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),count_1-2,-0.2124104832027445,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),count_2-0,-0.26947487583088786,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),count_2-1,-0.22745569843910796,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),count_2-2,-0.18834684988051975,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),count_3-0,-0.2594591603164963,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),count_3-1,-0.18958132805842198,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),count_3-2,-0.22256634601585268,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),prev_pitch_type_KC,0.011639426368608605,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),prev_pitch_type_SI,-0.1021187188103853,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),prev_pitch_type_SL,0.03671432949977175,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),prev_pitch_type_ST,0.06961862779644445,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),prev_pitch_type_START,-0.19768161502200549,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),stand_R,0.26362054918314165,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),prev_description_ball,0.04115102190199525,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),prev_description_blocked_ball,0.0434874861251583,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),prev_description_called_strike,0.035129393855229916,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),prev_description_foul,0.041797335382742384,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),prev_description_foul_bunt,0.0048496739040087685,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),prev_description_foul_tip,-0.0331643336266478,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),prev_description_swinging_strike,-0.021508652512116838,2720,0.13345588235294117
Andre Pallante,SI,sinker (SI),prev_description_swinging_strike_blocked,0.08593968999164522,2720,0.13345588235294117
Andrew Abbott,FF,4-seam fastball (FF),intercept,0.5872138685582957,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),count_0-1,-0.07729242503843364,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),count_0-2,-0.1113738254616401,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),count_1-0,-0.022554204967047888,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),count_1-1,-0.13489123420333932,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),count_1-2,-0.08200745846940294,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),count_2-0,-0.04181477821070034,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),count_2-1,-0.14734579276069404,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),count_2-2,-0.15650532618216983,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),count_3-0,0.4763975052143266,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),count_3-1,0.25096486734258616,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),count_3-2,0.1189057809233895,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),prev_pitch_type_CU,-0.0499879581473866,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),prev_pitch_type_FC,-0.11113564872383735,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),prev_pitch_type_FF,-0.12607618195056647,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),prev_pitch_type_ST,-0.051192042559567955,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),prev_pitch_type_START,-0.07248310818687936,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),stand_R,-0.05701145116480146,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),prev_description_ball,0.037591190920290785,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),prev_description_blocked_ball,-0.0002128295168594435,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),prev_description_called_strike,-0.005543357294362063,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),prev_description_foul,0.1773374458514919,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),prev_description_foul_bunt,-0.21834022072599912,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),prev_description_foul_tip,0.2910565729900962,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),prev_description_missed_bunt,0.04362811575519553,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),prev_description_swinging_strike,0.1185627230607268,2677,0.4717967874486365
Andrew Abbott,FF,4-seam fastball (FF),prev_description_swinging_strike_blocked,-0.3715965328537111,2677,0.4717967874486365
Andrew Abbott,CH,changeup (CH),intercept,-0.08544593724867236,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),count_0-1,0.039017718873180514,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),count_0-2,0.03775577012503441,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),count_1-0,-0.06803094287189723,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),count_1-1,0.08047142203901404,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),count_1-2,-0.005354171429519407,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),count_2-0,0.10147023097078355,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),count_2-1,0.06691647900284305,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),count_2-2,0.07002686317088755,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),count_3-0,-0.2107245675467483,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),count_3-1,-0.16286701581015717,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),count_3-2,-0.006821613307203476,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),prev_pitch_type_CU,0.026033357554636618,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),prev_pitch_type_FC,0.11779270930625355,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),prev_pitch_type_FF,0.04526468590309415,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),prev_pitch_type_ST,0.06031717624810411,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),prev_pitch_type_START,0.05813982678379,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),stand_R,0.24838701874113644,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),prev_description_ball,0.09796185298224186,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),prev_description_blocked_ball,0.14777537001773006,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),prev_description_called_strike,0.05336852611174368,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),prev_description_foul,-0.00611308521344776,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),prev_description_foul_bunt,-0.021512840130996455,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),prev_description_foul_tip,-0.12427269878913841,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),prev_description_missed_bunt,0.008296987278731892,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),prev_description_swinging_strike,-0.02466855307348643,2677,0.1964886066492342
Andrew Abbott,CH,changeup (CH),prev_description_swinging_strike_blocked,-0.188975385967168,2677,0.1964886066492342
Andrew Abbott,ST,sweeper (ST),intercept,0.44034601811328067,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),count_0-1,0.014578655153307913,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),count_0-2,0.12869047748717236,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),count_1-0,0.017042902395252614,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),count_1-1,0.041185897941776524,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),count_1-2,0.13348788764407507,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),count_2-0,-0.1015015543707745,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),count_2-1,-0.0024988858477483114,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),count_2-2,0.11939178097956873,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),count_3-0,-0.15433095319859666,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),count_3-1,-0.08781282756399131,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),count_3-2,-0.03463072419069193,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),prev_pitch_type_CU,-0.048750426872901494,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),prev_pitch_type_FC,0.010657716473447276,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),prev_pitch_type_FF,0.042204543392707475,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),prev_pitch_type_ST,-0.020412991318901785,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),prev_pitch_type_START,-0.07360265642935283,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),stand_R,-0.3075538419447195,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),prev_description_ball,-0.08887612378616831,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),prev_description_blocked_ball,-0.10372364427472552,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),prev_description_called_strike,-0.051779459555846494,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),prev_description_foul,-0.11647749162353543,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),prev_description_foul_bunt,0.12075781477968796,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),prev_description_foul_tip,0.0013862582665692172,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),prev_description_missed_bunt,0.006033701806930377,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),prev_description_swinging_strike,-0.01989702170101345,2677,0.17370190511766903
Andrew Abbott,ST,sweeper (ST),prev_description_swinging_strike_blocked,0.3261786225174596,2677,0.17370190511766903
Andrew Abbott,CU,curveball (CU),intercept,0.04556343998831765,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),count_0-1,0.007446701350515719,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),count_0-2,-0.021443437641826452,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),count_1-0,0.06516832523524443,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),count_1-1,-0.00027535138526044384,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),count_1-2,-0.0035350973440644094,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),count_2-0,-0.013188880835980094,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),count_2-1,0.04403995799304995,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),count_2-2,-0.025302249068032582,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),count_3-0,-0.06945412623822986,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),count_3-1,-0.030492103023139094,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),count_3-2,-0.05576359833538526,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),prev_pitch_type_CU,0.021538571233570964,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),prev_pitch_type_FC,-0.00795428175481175,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),prev_pitch_type_FF,0.04118509805550465,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),prev_pitch_type_ST,0.009058170592725146,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),prev_pitch_type_START,0.1027998592931074,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),stand_R,0.06964608488530394,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),prev_description_ball,-0.04086845902605032,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),prev_description_blocked_ball,-0.06190528203728461,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),prev_description_called_strike,-0.004650125171787054,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),prev_description_foul,-0.04365655904203633,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),prev_description_foul_bunt,0.03423777819318537,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),prev_description_foul_tip,-0.12667146022551648,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),prev_description_missed_bunt,-0.056577412584271895,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),prev_description_swinging_strike,-0.05771904701198621,2677,0.11505416511019799
Andrew Abbott,CU,curveball (CU),prev_description_swinging_strike_blocked,0.2550107076126462,2677,0.11505416511019799
Andrew Abbott,FC,cutter (FC),intercept,0.01232261058877819,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),count_0-1,0.016249349661429806,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),count_0-2,-0.033628984508739856,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),count_1-0,0.008373920208447917,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),count_1-1,0.013509265607809027,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),count_1-2,-0.042591160401089435,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),count_2-0,0.055034982446673056,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),count_2-1,0.03888824161254982,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),count_2-2,-0.007611068900253884,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),count_3-0,-0.041887858230753215,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),count_3-1,0.030207079054701304,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),count_3-2,-0.02168984509010873,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),prev_pitch_type_CU,0.05116645623208035,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),prev_pitch_type_FC,-0.009360495301052155,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),prev_pitch_type_FF,-0.0025781454007398627,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),prev_pitch_type_ST,0.0022296870376409448,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),prev_pitch_type_START,-0.014853921460665212,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),stand_R,0.0465321894830808,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),prev_description_ball,-0.005808461090314044,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),prev_description_blocked_ball,0.018066385811139386,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),prev_description_called_strike,0.008604415910252116,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),prev_description_foul,-0.011090309972472562,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),prev_description_foul_bunt,0.08485746788412232,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),prev_description_foul_tip,-0.041498672242010204,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),prev_description_missed_bunt,-0.0013813922565860562,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),prev_description_swinging_strike,-0.016278101274240953,2677,0.042958535674262235
Andrew Abbott,FC,cutter (FC),prev_description_swinging_strike_blocked,-0.020617411309225963,2677,0.042958535674262235
Andrew Heaney,FF,4-seam fastball (FF),intercept,0.6713774342061559,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),count_0-1,-0.40909447176242486,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),count_0-2,-0.3581697169359377,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),count_1-0,-0.31183090125820395,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),count_1-1,-0.321369841573354,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),count_1-2,-0.3104509600270302,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),count_2-0,-0.22679902759179668,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),count_2-1,-0.3031016321890077,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),count_2-2,-0.3468565382490526,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),count_3-0,0.1293318676554749,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),count_3-1,-0.12753874719684516,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),count_3-2,-0.1208073567298553,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),prev_pitch_type_CS,0.031761238001230256,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),prev_pitch_type_CU,-0.018922957869232846,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),prev_pitch_type_FF,0.02599381827053914,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),prev_pitch_type_SI,-0.12855726722287708,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),prev_pitch_type_SL,-0.031002737104457778,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),prev_pitch_type_START,-0.3379516662331722,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),stand_R,0.07566870378935402,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),prev_description_ball,0.0133418758497501,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),prev_description_blocked_ball,0.16155353286715657,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),prev_description_called_strike,0.048731099238370004,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),prev_description_foul,0.04177495256766657,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),prev_description_foul_bunt,-0.10001533796238696,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),prev_description_foul_tip,0.18974050730776656,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),prev_description_swinging_strike,0.11239483338144202,2082,0.4365994236311239
Andrew Heaney,FF,4-seam fastball (FF),prev_description_swinging_strike_blocked,-0.12956979701658558,2082,0.4365994236311239
Andrew Heaney,CH,changeup (CH),intercept,0.213943252105168,2082,0.1733909702209414
Andrew Heaney,CH,changeup (CH),count_0-1,-0.21043864311447188,2082,0.1733909702209414
Andrew Heaney,CH,changeup (CH),count_0-2,-0.21660024051835403,2082,0.1733909702209414
Andrew Heaney,CH,changeup (CH),count_1-0,-0.17803306507101954,2082,0.1733909702209414
Andrew Heaney,CH,changeup (CH),count_1-1,-0.18139356216501917,2082,0.1733909702209414
Andrew Heaney,CH,changeup (CH),count_1-2,-0.1877675694082977,2082,0.1733909702209414
Andrew Heaney,CH,changeup (CH),count_2-0,-0.20688895663751433,2082,0.1733909702209414
Andrew Heaney,CH,changeup (CH),count_2-1,-0.15571796517026001,2082,0.1733909702209414
Andrew Heaney,CH,changeup (CH),count_2-2,-0.18735760369494134,2082,0.1733909702209414
Andrew Heaney,CH,changeup (CH),count_3-0,-0.3707460260235305,2082,0.1733909702209414
Andrew Heaney,CH,changeup (CH),count_3-1,-0.267668707486656,2082,0.1733909702209414
